work_year,experience_level,employment_type,salary_in_usd,employee_residence,remote_ratio,company_size
2023,SE,FT,152022,US,0,M
2023,MI,FT,130000,US,100,M
2023,MI,FT,100000,US,100,M
2023,MI,FT,250000,US,0,M
2023,MI,FT,125000,US,0,M
2023,EN,FT,80000,US,0,M
2023,EN,FT,50000,US,0,M
2023,SE,FT,198000,US,100,M
2023,SE,FT,132000,US,100,M
2023,SE,FT,125000,US,100,M
2023,SE,FT,115000,US,100,M
2023,SE,FT,184000,US,0,M
2023,SE,FT,123000,US,0,M
2023,SE,FT,145000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,170700,US,0,M
2023,SE,FT,113900,US,0,M
2023,SE,FT,184000,US,0,M
2023,SE,FT,123000,US,0,M
2023,SE,FT,280000,US,0,M
2023,SE,FT,200000,US,0,M
2023,SE,FT,185000,US,0,L
2023,SE,FT,81000,US,0,L
2023,SE,FT,220000,US,0,M
2023,SE,FT,80000,US,0,M
2023,SE,FT,185000,US,0,M
2023,SE,FT,123000,US,0,M
2023,EX,FT,80000,US,0,M
2023,EX,FT,75000,US,0,M
2023,MI,FT,150000,US,0,M
2023,MI,FT,130000,US,0,M
2023,MI,FT,53000,US,100,M
2023,MI,FT,48000,US,100,M
2023,MI,FT,150000,US,0,M
2023,MI,FT,125000,US,0,M
2023,SE,FT,150000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,170000,US,0,M
2023,SE,FT,125000,US,100,M
2023,SE,FT,115000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,101570,US,100,M
2023,MI,FT,150000,US,100,M
2023,MI,FT,115000,US,100,M
2023,SE,FT,184000,US,0,M
2023,SE,FT,123000,US,0,M
2023,SE,FT,194000,US,0,M
2023,SE,FT,175000,US,0,M
2023,SE,FT,185000,US,0,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,185000,US,0,M
2023,SE,FT,50000,US,0,M
2023,EX,FT,80000,US,0,M
2023,EX,FT,70000,US,0,M
2023,SE,FT,254000,US,0,M
2023,SE,FT,200000,US,0,M
2023,EN,FT,130916,US,0,M
2023,EN,FT,120000,US,0,M
2023,SE,FT,160000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,218213,US,100,M
2023,SE,FT,178538,US,100,M
2023,MI,FT,222200,US,0,L
2023,MI,FT,136000,US,0,L
2023,SE,FT,316000,US,0,M
2023,SE,FT,202000,US,0,M
2023,MI,FT,222200,US,0,L
2023,MI,FT,136000,US,0,L
2023,SE,FT,189750,US,100,M
2023,SE,FT,119213,US,100,M
2023,SE,FT,162000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,170200,US,0,M
2023,SE,FT,83900,US,0,M
2023,SE,FT,202800,US,0,L
2023,SE,FT,104300,US,0,L
2023,SE,FT,250944,US,100,M
2023,SE,FT,205318,US,100,M
2023,SE,FT,155000,US,0,M
2023,SE,FT,125000,US,0,M
2023,SE,FT,135000,US,0,M
2023,SE,FT,114000,US,0,M
2023,SE,FT,218213,US,100,M
2023,SE,FT,178538,US,100,M
2023,SE,FT,240000,US,0,M
2023,SE,FT,163200,US,0,M
2023,SE,FT,258800,US,0,M
2023,SE,FT,199200,US,0,M
2023,SE,FT,215625,US,100,M
2023,SE,FT,159375,US,100,M
2023,MI,FT,155000,US,0,M
2023,MI,FT,125000,US,0,M
2023,SE,FT,170000,US,100,M
2023,SE,FT,100000,US,100,M
2023,SE,FT,234000,US,100,M
2023,SE,FT,208000,US,100,M
2023,SE,FT,203000,US,0,M
2023,SE,FT,133000,US,0,M
2023,SE,FT,272400,US,0,L
2023,SE,FT,140100,US,0,L
2023,SE,FT,282000,US,0,M
2023,SE,FT,208000,US,0,M
2023,SE,FT,93919,US,100,M
2023,SE,FT,51962,US,100,M
2023,SE,FT,211000,US,100,M
2023,SE,FT,185000,US,100,M
2023,SE,FT,118800,US,100,M
2023,SE,FT,75000,US,100,M
2023,SE,FT,159350,US,0,M
2023,SE,FT,130100,US,0,M
2023,SE,FT,262000,US,100,M
2023,SE,FT,245000,US,100,M
2023,SE,FT,190000,US,100,M
2023,SE,FT,150000,US,100,M
2023,SE,FT,205218,US,0,M
2023,SE,FT,136743,US,0,M
2023,SE,FT,185000,US,0,L
2023,SE,FT,94600,US,0,L
2023,SE,FT,160000,US,0,M
2023,SE,FT,107000,US,0,M
2023,SE,FT,264400,US,100,M
2023,SE,FT,176300,US,100,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,107000,US,0,M
2023,SE,FT,275000,US,0,M
2023,SE,FT,175000,US,0,M
2023,EN,FT,76000,US,0,L
2023,EN,FT,80800,US,0,M
2023,EN,FT,53800,US,0,M
2023,MI,FT,150000,US,0,M
2023,MI,FT,125000,US,0,M
2023,SE,FT,210000,US,100,M
2023,SE,FT,180000,US,100,M
2023,SE,FT,210000,US,0,M
2023,SE,FT,155000,US,0,M
2023,SE,FT,169500,US,100,M
2023,SE,FT,138000,US,100,M
2023,SE,FT,226700,US,0,M
2023,SE,FT,133300,US,0,M
2023,SE,FT,278700,US,0,M
2023,SE,FT,159300,US,0,M
2023,MI,FT,180000,US,0,M
2023,MI,FT,120000,US,0,M
2023,SE,FT,125000,US,100,M
2023,SE,FT,115000,US,100,M
2023,SE,FT,297300,US,100,M
2023,SE,FT,198200,US,100,M
2023,SE,FT,204500,US,0,M
2023,SE,FT,138900,US,0,M
2023,SE,FT,110400,US,0,M
2023,SE,FT,68000,US,0,M
2023,MI,FT,260600,US,0,M
2023,MI,FT,170500,US,0,M
2023,EN,FT,63750,US,100,M
2023,EN,FT,46400,US,100,M
2023,SE,FT,214872,US,100,M
2023,SE,FT,186846,US,100,M
2023,MI,FT,95000,US,0,M
2023,MI,FT,70600,US,0,M
2023,MI,FT,149500,US,100,M
2023,MI,FT,127075,US,100,M
2023,SE,FT,162000,US,100,M
2023,SE,FT,111000,US,100,M
2023,SE,FT,280000,US,100,M
2023,SE,FT,182750,US,100,M
2023,SE,FT,212800,US,0,L
2023,SE,FT,124100,US,0,L
2023,SE,FT,196000,US,0,M
2023,SE,FT,142600,US,0,M
2023,SE,FT,185000,US,0,L
2023,SE,FT,79600,US,0,L
2023,SE,FT,193000,US,100,M
2023,SE,FT,110000,US,100,M
2023,SE,FT,245000,US,0,M
2023,SE,FT,185000,US,0,M
2023,MI,FT,154000,US,0,M
2023,MI,FT,103000,US,0,M
2023,SE,FT,80000,US,0,M
2023,SE,FT,70000,US,0,M
2023,EX,FT,250000,US,0,M
2023,EX,FT,225000,US,0,M
2023,SE,FT,90000,US,0,M
2023,SE,FT,80000,US,0,M
2023,SE,FT,205000,US,0,M
2023,SE,FT,167500,US,0,M
2023,SE,FT,202600,US,100,M
2023,SE,FT,168800,US,100,M
2023,SE,FT,164000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,168000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,185900,US,0,M
2023,SE,FT,129300,US,0,M
2023,SE,FT,297300,US,100,M
2023,SE,FT,198200,US,100,M
2023,SE,FT,190000,US,100,M
2023,SE,FT,156000,US,100,M
2023,SE,FT,205000,US,0,M
2023,SE,FT,152000,US,0,M
2023,SE,FT,196500,US,0,M
2023,SE,FT,97300,US,0,M
2023,SE,FT,260000,US,0,M
2023,SE,FT,192000,US,0,M
2023,SE,FT,216000,US,100,M
2023,SE,FT,184000,US,100,M
2023,SE,FT,192000,US,100,M
2023,SE,FT,164000,US,100,M
2023,SE,FT,227700,US,100,M
2023,SE,FT,154836,US,100,M
2023,SE,FT,160000,US,100,M
2023,SE,FT,140000,US,100,M
2023,SE,FT,168000,US,100,M
2023,SE,FT,130000,US,100,M
2023,MI,FT,285000,US,0,L
2023,MI,FT,190000,US,0,L
2023,MI,FT,405000,US,0,L
2023,MI,FT,270000,US,0,L
2023,MI,FT,214300,US,0,M
2023,MI,FT,108500,US,0,M
2023,MI,FT,145000,US,100,M
2023,MI,FT,115000,US,100,M
2023,MI,FT,130000,US,100,M
2023,MI,FT,113000,US,100,M
2023,SE,FT,194500,US,0,M
2023,SE,FT,110250,US,0,M
2023,SE,FT,295000,US,0,M
2023,SE,FT,177300,US,0,M
2023,SE,FT,136000,US,100,M
2023,SE,FT,104000,US,100,M
2023,MI,FT,222200,US,0,L
2023,MI,FT,136000,US,0,L
2023,SE,FT,192000,US,100,M
2023,SE,FT,164000,US,100,M
2023,EN,FT,220000,US,0,M
2023,EN,FT,187000,US,0,M
2023,EX,FT,353200,US,0,M
2023,EX,FT,249300,US,0,M
2023,SE,FT,85000,US,0,M
2023,SE,FT,79000,US,0,M
2023,SE,FT,214500,US,0,M
2023,SE,FT,132600,US,0,M
2023,SE,FT,131000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,153600,US,0,M
2023,SE,FT,106800,US,0,M
2023,SE,FT,220000,US,100,M
2023,SE,FT,163000,US,100,M
2023,SE,FT,168000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,107400,US,0,M
2023,SE,FT,101500,US,0,M
2023,EX,FT,80000,US,0,M
2023,EX,FT,70000,US,0,M
2023,MI,FT,300000,US,0,M
2023,MI,FT,100000,US,0,M
2023,SE,FT,175000,US,100,M
2023,SE,FT,135000,US,100,M
2023,SE,FT,164000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,300000,US,0,M
2023,SE,FT,211000,US,0,M
2023,SE,FT,276000,US,0,M
2023,SE,FT,184000,US,0,M
2023,MI,FT,115000,US,100,M
2023,MI,FT,110000,US,100,M
2023,SE,FT,139810,US,0,M
2023,SE,FT,95325,US,0,M
2023,SE,FT,167000,US,0,M
2023,SE,FT,150000,US,0,M
2023,SE,FT,144000,US,0,M
2023,SE,FT,96000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,125000,US,0,M
2023,SE,FT,145000,US,100,M
2023,SE,FT,116000,US,100,M
2023,SE,FT,161000,US,0,M
2023,SE,FT,116300,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,125000,US,0,M
2023,SE,FT,175564,US,100,M
2023,SE,FT,144854,US,100,M
2023,SE,FT,225000,US,0,M
2023,SE,FT,166000,US,0,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,150000,US,0,M
2023,SE,FT,225000,US,0,M
2023,SE,FT,166000,US,0,M
2023,SE,FT,151300,US,100,M
2023,SE,FT,126100,US,100,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,152000,US,0,M
2023,SE,FT,202600,US,100,M
2023,SE,FT,168800,US,100,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,150000,US,0,M
2023,EX,FT,180000,US,100,M
2023,EX,FT,125000,US,100,M
2023,SE,FT,113000,US,0,M
2023,SE,FT,90400,US,0,M
2023,SE,FT,204300,US,0,M
2023,SE,FT,139000,US,0,M
2023,SE,FT,282000,US,0,M
2023,SE,FT,208000,US,0,M
2023,SE,FT,185000,US,0,M
2023,SE,FT,124000,US,0,M
2023,SE,FT,240000,US,0,M
2023,SE,FT,157000,US,0,M
2023,SE,FT,212800,US,0,L
2023,SE,FT,111600,US,0,L
2023,SE,FT,183000,US,0,M
2023,SE,FT,147000,US,0,M
2023,SE,FT,169000,US,0,M
2023,SE,FT,91000,US,0,M
2023,SE,FT,210000,US,0,M
2023,SE,FT,160000,US,0,M
2023,MI,FT,70900,US,0,M
2023,MI,FT,49000,US,0,M
2023,SE,FT,193000,US,0,M
2023,SE,FT,128000,US,0,M
2023,SE,FT,168000,US,0,M
2023,SE,FT,130000,US,0,M
2023,MI,FT,154000,US,0,M
2023,MI,FT,103000,US,0,M
2023,SE,FT,93918,US,0,M
2023,SE,FT,51962,US,0,M
2023,SE,FT,180000,US,0,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,215000,US,0,M
2023,SE,FT,160000,US,0,M
2023,EX,FT,174500,US,0,M
2023,EX,FT,113000,US,0,M
2023,SE,FT,125000,US,100,M
2023,SE,FT,80000,US,100,M
2023,SE,FT,145000,US,100,M
2023,SE,FT,115000,US,100,M
2023,SE,FT,260000,US,0,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,202000,US,100,M
2023,SE,FT,140000,US,100,M
2023,SE,FT,250000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,204000,US,100,M
2023,SE,FT,127500,US,100,M
2023,SE,FT,145500,US,0,M
2023,SE,FT,108000,US,0,M
2023,SE,FT,206000,US,100,M
2023,SE,FT,175100,US,100,M
2023,SE,FT,122500,US,100,M
2023,SE,FT,82500,US,100,M
2023,SE,FT,110400,US,0,M
2023,SE,FT,68000,US,0,M
2023,SE,FT,190000,US,100,M
2023,SE,FT,160000,US,100,M
2023,SE,FT,95000,US,0,M
2023,SE,FT,75000,US,0,M
2023,SE,FT,136000,US,100,M
2023,SE,FT,104000,US,100,M
2023,MI,FT,130000,US,0,M
2023,MI,FT,105000,US,0,M
2023,MI,FT,154000,US,0,M
2023,MI,FT,103000,US,0,M
2023,MI,FT,217000,US,0,M
2023,MI,FT,192000,US,0,M
2023,SE,FT,170000,US,0,M
2023,SE,FT,100000,US,0,M
2023,SE,FT,90000,US,0,M
2023,SE,FT,60000,US,0,M
2023,SE,FT,350000,US,0,M
2023,SE,FT,168000,US,0,M
2023,SE,FT,234900,US,0,M
2023,SE,FT,113500,US,0,M
2023,SE,FT,385000,US,0,M
2023,SE,FT,245000,US,0,M
2023,SE,FT,255000,US,0,M
2023,SE,FT,255000,US,0,M
2023,SE,FT,170200,US,0,M
2023,SE,FT,83900,US,0,M
2023,SE,FT,170200,US,0,M
2023,SE,FT,83900,US,0,M
2023,SE,FT,202500,US,0,M
2023,SE,FT,177500,US,0,M
2023,SE,FT,308000,US,0,M
2023,SE,FT,144000,US,0,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,101570,US,100,M
2023,SE,FT,300000,US,0,M
2023,SE,FT,150000,US,0,M
2023,SE,FT,222200,US,0,L
2023,SE,FT,136000,US,0,L
2023,SE,FT,145000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,155000,US,100,L
2023,SE,FT,130000,US,100,L
2023,SE,FT,240000,US,100,M
2023,SE,FT,180000,US,100,M
2023,SE,FT,170200,US,0,M
2023,SE,FT,83900,US,0,M
2023,SE,FT,210000,US,0,M
2023,SE,FT,165000,US,0,M
2023,SE,FT,300000,US,0,M
2023,SE,FT,150000,US,0,M
2023,SE,FT,300000,US,0,M
2023,SE,FT,150000,US,0,M
2023,SE,FT,212800,US,0,L
2023,SE,FT,111600,US,0,L
2023,SE,FT,213600,US,0,M
2023,SE,FT,103200,US,0,M
2023,SE,FT,308000,US,0,M
2023,SE,FT,190400,US,0,M
2023,SE,FT,204000,US,100,M
2023,SE,FT,127500,US,100,M
2023,MI,FT,250000,US,0,M
2023,MI,FT,125000,US,0,M
2023,SE,FT,385000,US,0,M
2023,SE,FT,310000,US,0,M
2023,SE,FT,120000,US,100,M
2023,SE,FT,88000,US,100,M
2023,SE,FT,158000,US,100,M
2023,SE,FT,108000,US,100,M
2023,SE,FT,385000,US,0,M
2023,SE,FT,310000,US,0,M
2023,SE,FT,247300,US,0,M
2023,SE,FT,139700,US,0,M
2023,SE,FT,240000,US,100,M
2023,SE,FT,180000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,101570,US,100,M
2023,SE,FT,210000,US,0,M
2023,SE,FT,165000,US,0,M
2023,SE,FT,170200,US,0,M
2023,SE,FT,83900,US,0,M
2023,SE,FT,222200,US,0,L
2023,SE,FT,136000,US,0,L
2023,MI,FT,169000,US,0,M
2023,MI,FT,91000,US,0,M
2023,EN,FT,135000,US,0,M
2023,EN,FT,110000,US,0,M
2023,SE,FT,150000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,128000,US,0,M
2023,SE,FT,81500,US,0,M
2023,SE,FT,306000,US,100,M
2023,SE,FT,204000,US,100,M
2023,SE,FT,185900,US,0,M
2023,SE,FT,129300,US,0,M
2023,SE,FT,204500,US,0,M
2023,SE,FT,142200,US,0,M
2023,EX,FT,270000,US,100,M
2023,EX,FT,200000,US,100,M
2023,MI,FT,204500,US,0,M
2023,MI,FT,142200,US,0,M
2023,SE,FT,188600,US,0,M
2023,SE,FT,111550,US,0,M
2023,SE,FT,230000,US,0,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,247300,US,0,M
2023,SE,FT,139700,US,0,M
2023,SE,FT,360000,US,0,M
2023,SE,FT,240000,US,0,M
2023,SE,FT,129100,US,0,M
2023,SE,FT,111400,US,0,M
2023,SE,FT,135000,US,100,M
2023,SE,FT,110000,US,100,M
2023,SE,FT,214500,US,0,M
2023,SE,FT,132600,US,0,M
2023,SE,FT,120000,US,0,M
2023,SE,FT,100000,US,0,M
2023,SE,FT,242921,US,0,M
2023,SE,FT,170045,US,0,M
2023,SE,FT,225000,US,100,M
2023,SE,FT,175000,US,100,M
2023,MI,FT,180000,US,0,M
2023,MI,FT,162000,US,0,M
2023,SE,FT,175000,US,0,M
2023,SE,FT,90000,US,0,M
2023,EN,FT,156450,US,0,M
2023,EN,FT,119200,US,0,M
2023,SE,FT,245000,US,0,M
2023,SE,FT,185000,US,0,M
2023,SE,FT,214500,US,0,M
2023,SE,FT,132600,US,0,M
2023,MI,FT,154800,US,0,M
2023,MI,FT,76300,US,0,M
2023,SE,FT,178600,US,0,M
2023,SE,FT,88600,US,0,M
2023,SE,FT,248100,US,0,M
2023,SE,FT,145900,US,0,M
2023,SE,FT,93919,US,100,M
2023,SE,FT,51962,US,100,M
2023,SE,FT,207345,US,100,M
2023,SE,FT,180300,US,100,M
2023,SE,FT,200000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,205000,US,0,M
2023,SE,FT,167500,US,0,M
2023,SE,FT,140000,US,100,M
2023,SE,FT,110000,US,100,M
2023,SE,FT,228045,US,100,M
2023,SE,FT,198300,US,100,M
2023,SE,FT,150000,US,100,M
2023,SE,FT,140000,US,100,M
2023,SE,FT,100000,US,0,M
2023,SE,FT,75000,US,0,M
2023,MI,FT,100000,US,0,M
2023,MI,FT,75000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,100000,US,0,M
2023,MI,FT,125000,US,0,M
2023,MI,FT,120000,US,0,M
2023,SE,FT,127000,US,0,M
2023,SE,FT,99000,US,0,M
2023,MI,FT,130000,US,100,M
2023,MI,FT,120000,US,100,M
2023,SE,FT,194500,US,100,M
2023,SE,FT,132320,US,100,M
2023,SE,FT,135000,US,0,M
2023,SE,FT,90000,US,0,M
2023,SE,FT,223602,US,0,M
2023,SE,FT,143520,US,0,M
2023,SE,FT,180000,US,0,M
2023,SE,FT,140000,US,0,M
2023,MI,FT,180000,US,0,M
2023,MI,FT,162000,US,0,M
2023,SE,FT,120350,US,100,M
2023,SE,FT,74400,US,100,M
2023,SE,FT,185000,US,0,M
2023,SE,FT,123000,US,0,M
2023,MI,FT,140000,US,100,M
2023,MI,FT,90000,US,100,M
2023,SE,FT,214500,US,0,M
2023,SE,FT,132600,US,0,M
2023,SE,FT,154000,US,0,M
2023,SE,FT,103000,US,0,M
2023,SE,FT,90000,US,100,M
2023,SE,FT,80000,US,100,M
2023,EX,FT,140000,US,0,M
2023,EX,FT,100000,US,0,M
2023,SE,FT,170000,US,0,M
2023,SE,FT,100000,US,0,M
2023,MI,FT,115000,US,0,M
2023,MI,FT,105000,US,0,M
2023,SE,FT,296100,US,0,M
2023,SE,FT,144500,US,0,M
2023,EN,FT,220000,US,0,M
2023,EN,FT,187000,US,0,M
2023,SE,FT,118600,US,0,M
2023,SE,FT,96800,US,0,M
2023,EN,FT,100000,US,100,M
2023,MI,FT,142000,US,0,M
2023,MI,FT,128000,US,0,M
2023,SE,FT,99500,US,0,M
2023,SE,FT,53300,US,0,M
2023,SE,FT,210000,US,0,M
2023,SE,FT,165000,US,0,M
2023,SE,FT,172000,US,0,M
2023,SE,FT,125000,US,0,M
2023,SE,FT,250000,US,0,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,245000,US,0,M
2023,SE,FT,245000,US,0,M
2023,SE,FT,234900,US,0,M
2023,SE,FT,68400,US,0,M
2023,SE,FT,155000,US,0,M
2023,SE,FT,139000,US,0,M
2023,SE,FT,142000,US,0,M
2023,SE,FT,128000,US,0,M
2023,SE,FT,172000,US,0,M
2023,SE,FT,125000,US,0,M
2023,SE,FT,128000,US,0,M
2023,SE,FT,81500,US,0,M
2023,MI,FT,167500,US,0,M
2023,MI,FT,106500,US,0,M
2023,MI,FT,150000,US,100,M
2023,MI,FT,100000,US,100,M
2023,SE,FT,139600,US,0,M
2023,SE,FT,85700,US,0,M
2023,SE,FT,143000,US,0,M
2023,SE,FT,95000,US,0,M
2023,SE,FT,145000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,330000,US,100,M
2023,SE,FT,188000,US,100,M
2023,SE,FT,145000,US,100,M
2023,SE,FT,106000,US,100,M
2023,SE,FT,297300,US,100,M
2023,SE,FT,198200,US,100,M
2023,SE,FT,269100,US,0,M
2023,SE,FT,131300,US,0,M
2023,SE,FT,220000,US,100,M
2023,SE,FT,150000,US,100,M
2023,MI,FT,252990,US,100,M
2023,MI,FT,162170,US,100,M
2023,SE,FT,260000,US,100,M
2023,SE,FT,235000,US,100,M
2023,MI,FT,204500,US,0,M
2023,MI,FT,142200,US,0,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,145000,US,0,M
2023,SE,FT,212800,US,100,M
2023,SE,FT,111600,US,100,M
2023,SE,FT,175000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,194521,US,0,M
2023,SE,FT,176838,US,0,M
2023,EX,FT,200000,US,0,M
2023,EX,FT,170000,US,0,M
2023,SE,FT,191765,US,0,M
2023,SE,FT,134236,US,0,M
2023,SE,FT,198800,US,0,M
2023,SE,FT,90700,US,0,M
2023,MI,FT,154800,US,0,M
2023,MI,FT,76300,US,0,M
2023,MI,FT,130000,US,100,M
2023,MI,FT,115000,US,100,M
2023,SE,FT,110000,US,0,M
2023,SE,FT,70000,US,0,M
2023,MI,FT,300000,US,0,M
2023,MI,FT,200000,US,0,M
2023,SE,FT,155000,US,100,M
2023,SE,FT,135000,US,100,M
2023,MI,FT,115500,US,0,M
2023,MI,FT,73500,US,0,M
2023,SE,FT,179000,US,0,M
2023,SE,FT,109000,US,0,M
2023,SE,FT,180000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,221000,US,0,M
2023,SE,FT,180000,US,0,M
2023,SE,FT,222200,US,0,L
2023,SE,FT,136000,US,0,L
2023,SE,FT,275000,US,0,M
2023,SE,FT,170000,US,0,M
2023,SE,FT,233300,US,0,M
2023,SE,FT,155500,US,0,M
2023,MI,FT,222200,US,0,L
2023,MI,FT,136000,US,0,L
2023,SE,FT,193000,US,100,M
2023,SE,FT,110000,US,100,M
2023,SE,FT,306000,US,0,M
2023,SE,FT,180000,US,0,M
2023,SE,FT,212800,US,0,L
2023,SE,FT,115100,US,0,L
2023,SE,FT,238000,US,0,M
2023,SE,FT,176000,US,0,M
2023,SE,FT,117500,US,100,M
2023,SE,FT,86720,US,100,M
2023,MI,FT,167000,US,0,M
2023,MI,FT,150000,US,0,M
2023,EX,FT,90000,US,100,M
2023,EX,FT,70000,US,100,M
2023,SE,FT,212800,US,100,L
2023,SE,FT,111600,US,100,L
2023,SE,FT,306000,US,100,M
2023,SE,FT,204000,US,100,M
2023,SE,FT,135000,US,100,M
2023,SE,FT,110000,US,100,M
2023,SE,FT,165000,US,0,M
2023,SE,FT,116300,US,0,M
2023,SE,FT,200000,US,100,M
2023,SE,FT,175000,US,100,M
2023,SE,FT,185000,US,0,L
2023,SE,FT,79600,US,0,L
2023,SE,FT,180514,US,100,M
2023,SE,FT,108308,US,100,M
2023,SE,FT,200000,US,100,M
2023,SE,FT,150000,US,100,M
2023,SE,FT,208450,US,0,M
2023,SE,FT,151600,US,0,M
2023,SE,FT,324000,US,0,M
2023,SE,FT,159000,US,0,M
2023,MI,FT,155000,US,100,M
2023,MI,FT,135000,US,100,M
2023,SE,FT,223250,US,0,M
2023,SE,FT,156275,US,0,M
2023,SE,FT,220000,US,0,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,168000,US,100,M
2023,SE,FT,130000,US,100,M
2023,SE,FT,245000,US,100,M
2023,SE,FT,185000,US,100,M
2023,SE,FT,164000,US,100,M
2023,SE,FT,130000,US,100,M
2023,MI,FT,67500,US,0,M
2023,MI,FT,46500,US,0,M
2023,SE,FT,270000,US,100,M
2023,SE,FT,232200,US,100,M
2023,MI,FT,105000,US,0,M
2023,MI,FT,78000,US,0,M
2023,MI,FT,115500,US,0,M
2023,MI,FT,73500,US,0,M
2023,SE,FT,370000,US,0,M
2023,SE,FT,220000,US,0,M
2023,SE,FT,155000,US,0,M
2023,SE,FT,130000,US,0,M
2023,SE,FT,178200,US,100,M
2023,SE,FT,115000,US,100,M
2023,MI,FT,250000,US,0,M
2023,MI,FT,125000,US,0,M
2023,MI,FT,204000,US,0,M
2023,MI,FT,150000,US,0,M
2023,SE,FT,110000,US,100,M
2023,SE,FT,95000,US,100,M
2023,MI,FT,143000,US,0,M
2023,MI,FT,95000,US,0,M
2023,MI,FT,250000,US,0,M
2023,MI,FT,125000,US,0,M
2023,SE,FT,280000,US,0,M
2023,SE,FT,240000,US,0,M
2023,SE,FT,110400,US,0,M
2023,SE,FT,68000,US,0,M
2023,SE,FT,216000,US,100,M
2023,SE,FT,184000,US,100,M
2023,SE,FT,192000,US,100,M
2023,SE,FT,164000,US,100,M
2023,SE,FT,220000,US,0,M
2023,SE,FT,160000,US,0,M
2023,SE,FT,225000,US,0,M
2023,SE,FT,156400,US,0,M
2023,SE,FT,297300,US,100,M
2023,SE,FT,198200,US,100,M
2023,SE,FT,192000,US,100,M
2023,SE,FT,164000,US,100,M
2023,SE,FT,204500,US,0,M
2023,SE,FT,142200,US,0,M
2023,SE,FT,253430,US,0,M
2023,SE,FT,212780,US,0,M
2023,SE,FT,190000,US,0,M
2023,SE,FT,152000,US,0,M
2023,SE,FT,265800,US,100,M
2023,SE,FT,165500,US,100,M
2023,SE,FT,193000,US,100,M
2023,SE,FT,134000,US,100,M
2023,SE,FT,180000,US,100,M
2023,SE,FT,150000,US,100,M
2023,MI,FT,120681,US,100,M
2023,MI,FT,72409,US,100,M
2023,SE,FT,180000,US,100,M
2023,SE,FT,139750,US,100,M
2023,MI,FT,222200,US,0,L
2023,MI,FT,136000,US,0,L
2023,SE,FT,254000,US,100,M
2023,SE,FT,200000,US,100,M
2023,SE,FT,260000,US,0,M
2023,SE,FT,192000,US,0,M
2023,SE,FT,272290,US,100,M
2023,SE,FT,169374,US,100,M
2023,SE,FT,195000,US,100,L
2023,SE,FT,204500,US,0,M
2023,SE,FT,142200,US,0,M
2023,SE,FT,181500,US,0,M
2023,SE,FT,112200,US,0,M
2023,SE,FT,204500,US,0,M
2023,SE,FT,142200,US,0,M
2023,SE,FT,180000,US,0,M
2023,SE,FT,162000,US,0,M
2023,MI,FT,150000,US,100,M
2023,MI,FT,100000,US,100,M
2023,SE,FT,250500,US,0,M
2023,SE,FT,166600,US,0,M
2023,EX,FT,247500,US,0,M
2023,EX,FT,172200,US,0,M
2023,SE,FT,247500,US,0,M
2023,SE,FT,172200,US,0,M
2023,SE,FT,223290,US,0,M
2023,SE,FT,131310,US,0,M
2023,SE,FT,226600,US,0,M
2023,SE,FT,140100,US,0,M
2023,SE,FT,220000,US,0,M
2023,SE,FT,140000,US,0,M
2023,SE,FT,204600,US,0,M
2023,SE,FT,126500,US,0,M
2023,SE,FT,135960,US,0,M
